curr_timestamp,timestamp,Radar id,Frame number,x,y,z,doppler,snr,range
2025-10-05 14:26:16.248,0.6000000000000001,0,12,-5.25415,55.14704,9.25129,-0.162,103,56.164
2025-10-05 14:26:16.348,0.7000000000000001,0,14,-2.84282,3.92997,12.0866,-4.223,50,13.024
2025-10-05 14:26:16.348,0.7000000000000001,0,14,1.11682,4.44871,-7.6896,-0.162,91,8.954
2025-10-05 14:26:16.348,0.7000000000000001,0,14,-5.25415,55.38586,7.69347,-0.162,74,56.164
2025-10-05 14:26:16.348,0.7000000000000001,0,14,15.76245,14.76981,-51.84387,-0.162,74,56.164
2025-10-05 14:26:16.653,1.0,0,20,-6.80247,51.37465,16.98669,-0.487,47,54.536
2025-10-05 14:26:16.988,1.35,0,27,-3.29971,52.60527,4.58911,-0.162,63,52.908
2025-10-05 14:26:16.988,1.35,0,27,-5.25415,54.8129,11.06021,-0.162,81,56.164
2025-10-05 14:26:17.388,1.75,0,35,-3.70583,59.00396,5.95948,-0.162,75,59.42
2025-10-05 14:26:17.431,1.8,0,36,-4.94956,50.26201,15.76374,-0.162,53,52.908
2025-10-05 14:26:17.929,2.3000000000000003,0,46,37.76896,62.16138,20.97239,-3.248,47,75.699
2025-10-05 14:26:19.232,3.6,0,72,4.7465,7.50321,-1.15791,-0.162,68,8.954
2025-10-05 14:26:19.232,3.6,0,72,1.39603,6.41662,6.08657,-0.162,68,8.954
2025-10-05 14:26:20.136,4.5,0,90,1.39603,4.25582,-7.75289,-0.487,144,8.954
2025-10-05 14:26:20.136,4.5,0,90,4.7465,7.37868,1.78717,-0.487,144,8.954
2025-10-05 14:26:20.337,4.7,0,94,-4.94956,48.32567,20.96173,-0.162,81,52.908
2025-10-05 14:26:20.405,4.75,0,95,-12.79271,25.1137,35.82454,-0.162,59,45.582
2025-10-05 14:26:20.436,4.800000000000001,0,96,1.39603,5.18302,-7.16628,-0.162,69,8.954
2025-10-05 14:26:21.040,5.4,0,108,-10.76212,25.28268,-33.25746,-0.162,47,43.14
2025-10-05 14:26:21.643,6.0,0,120,-6.59941,48.15046,20.91038,-0.162,69,52.908
2025-10-05 14:26:22.180,6.550000000000001,0,131,-7.51318,56.98824,18.0001,-0.162,50,60.234
2025-10-05 14:26:22.548,6.9,0,138,-3.65506,55.95533,17.03783,-0.162,57,58.606
2025-10-05 14:26:22.680,7.050000000000001,0,141,-12.79271,13.9709,41.45973,-0.162,54,45.582
2025-10-05 14:26:22.884,7.25,0,145,-1.67524,53.34042,-6.16847,-0.162,61,53.722
2025-10-05 14:26:22.985,7.3500000000000005,0,147,-9.94989,20.70707,39.36961,-0.162,65,45.582
2025-10-05 14:26:23.228,7.6000000000000005,0,152,-3.80735,60.81273,3.76102,-0.162,58,61.048
2025-10-05 14:26:24.287,8.65,0,173,5.178,40.0163,-9.75553,-0.162,57,41.512
2025-10-05 14:26:24.287,8.65,0,173,-11.65051,24.83343,-31.15851,-0.162,57,41.512
2025-10-05 14:26:24.393,8.75,0,175,-6.904,54.89553,-1.5605,-0.162,54,55.35
2025-10-05 14:26:24.430,8.8,0,176,-11.3713,24.47179,36.73655,-0.162,65,45.582
2025-10-05 14:26:24.492,8.85,0,177,-3.6043,57.65297,-1.74528,-0.162,64,57.792
2025-10-05 14:26:24.730,9.1,0,182,-11.77742,4.78346,-2.83251,-3.248,50,13.024
2025-10-05 14:26:24.730,9.1,0,182,-7.31012,7.12396,8.08848,-3.248,50,13.024
2025-10-05 14:26:25.696,10.05,0,201,0.81224,12.31275,-4.16517,-0.487,98,13.024
2025-10-05 14:26:26.678,11.05,0,221,-0.27921,8.06095,-3.88734,-0.812,90,8.954
2025-10-05 14:26:26.837,11.200000000000001,0,224,0.0,6.96416,-4.2137,-0.65,84,8.14
2025-10-05 14:26:27.278,11.65,0,233,-46.14513,47.89283,48.32753,-3.736,45,82.211
2025-10-05 14:26:27.278,11.65,0,233,28.19981,22.68455,-73.81618,-3.736,45,82.211
2025-10-05 14:26:27.683,12.05,0,241,-31.52489,25.86094,16.41284,-6.334,52,43.954
2025-10-05 14:26:28.145,12.5,0,250,3.19818,33.77854,4.18517,-7.146,48,34.187
2025-10-05 14:26:28.145,12.5,0,250,-9.59453,29.75425,13.83341,-7.146,48,34.187
2025-10-05 14:26:28.442,12.8,0,256,5.12724,26.28637,77.72635,-5.197,48,82.211
