track_id,timestamp,Radar id,time_from_start,num assoc,range,doppler,x,y,z,vx,vy,vz,calc_dopp,is assoc,assoc_timestamp,assoc_x,assoc_y,assoc_z,assoc_dopp,z var,class
4,6.9,0,6.5,16,23.9,-2.9,8.0,21.2,7.8,-0.9,-0.3,-5.1,-2.2,1,6.9,8.1,20.7,8.0,-3.1,12.17,Human
4,7.0,0,6.6,17,23.6,-2.9,8.0,21.2,6.9,-0.7,-0.2,-5.6,-2.1,1,7.0,8.1,21.3,6.2,-2.8,11.48,Human
4,7.05,0,6.65,18,23.5,-2.9,7.7,20.9,7.5,-1.1,-0.6,-4.6,-2.3,1,7.05,7.4,20.6,9.0,-2.8,11.11,Human
4,7.15,0,6.75,19,23.1,-2.9,7.7,20.6,6.9,-0.9,-0.9,-4.7,-2.5,1,7.15,7.8,20.3,6.7,-3.4,10.5,Human
4,7.2,0,6.8,20,22.9,-2.9,7.4,19.5,8.5,-1.2,-2.3,-2.5,-3.2,1,7.2,7.1,18.1,11.8,-3.2,11.3,Human
4,7.25,0,6.85,21,22.7,-3.0,7.6,20.0,7.2,-1.0,-1.5,-3.9,-2.9,1,7.25,7.8,20.8,4.9,-3.2,11.31,Human
4,7.3,0,6.9,22,22.7,-3.0,7.9,20.1,6.7,-0.5,-1.4,-4.2,-2.6,1,7.3,8.5,20.3,6.0,-2.9,10.81,Human
4,7.35,0,6.95,23,22.6,-3.0,8.2,20.1,6.3,-0.2,-1.2,-4.4,-2.4,1,7.35,8.5,20.3,5.9,-2.9,10.34,Human
4,7.4,0,7.0,24,22.6,-3.0,7.7,20.7,3.5,-0.7,-0.5,-7.1,-1.8,1,7.4,7.1,21.6,-1.4,-2.6,12.16,Human
4,7.5,0,7.1,25,22.2,-3.0,8.2,20.1,3.8,0.1,-1.4,-5.9,-2.2,1,7.5,8.9,19.4,5.4,-2.8,11.91,Human
4,7.55,0,7.15,26,22.0,-3.0,7.9,19.6,5.0,-0.3,-1.8,-4.1,-2.7,1,7.55,7.5,19.1,7.7,-2.9,12.14,Human
4,7.6,0,7.2,27,21.9,-3.0,8.0,19.3,5.6,-0.1,-2.1,-3.2,-2.7,1,7.6,8.2,19.0,7.2,-3.2,11.9,Human
4,7.7,0,7.3,28,21.5,-3.0,7.7,19.2,5.2,-0.6,-2.0,-3.4,-2.8,1,7.7,7.3,19.3,4.9,-2.8,11.47,Human
