track_id,timestamp,Radar id,time_from_start,num assoc,range,doppler,x,y,z,vx,vy,vz,calc_dopp,is assoc,assoc_timestamp,assoc_x,assoc_y,assoc_z,assoc_dopp,z var,class
7,10.05,0,9.15,16,16.4,-1.4,5.6,13.9,6.3,-1.0,-2.3,3.5,-0.9,1,10.05,5.6,13.5,7.1,-2.4,3.57,Human
7,10.1,0,9.2,16,16.3,-1.4,5.6,13.7,6.5,-1.0,-2.3,3.5,-0.8,0,,,,,,3.57,Human
7,10.15,0,9.25,17,16.3,-1.3,5.6,14.1,5.8,-0.9,-1.8,2.8,-0.9,1,10.15,5.6,14.5,4.9,-1.0,3.51,Human
7,10.2,0,9.3,18,16.2,-1.3,5.5,14.2,5.7,-0.9,-1.7,2.5,-0.9,1,10.2,5.6,14.4,5.3,-0.8,3.33,Human
7,10.3,0,9.4,19,16.2,-1.3,5.8,13.6,6.5,-0.5,-2.2,3.1,-0.8,1,10.3,6.1,13.2,7.3,-0.7,3.25,Human
7,10.35,0,9.45,19,16.2,-1.3,5.7,13.5,6.6,-0.5,-2.2,3.1,-0.7,0,,,,,,3.25,Human
7,10.4,0,9.5,19,16.1,-1.3,5.7,13.4,6.8,-0.5,-2.2,3.1,-0.7,0,,,,,,3.25,Human
7,10.45,0,9.55,19,16.1,-1.3,5.7,13.3,6.9,-0.5,-2.2,3.1,-0.6,0,,,,,,3.25,Human
7,10.5,0,9.6,20,15.7,-1.3,5.4,13.5,6.0,-0.8,-1.9,2.1,-1.1,1,10.5,5.3,13.6,5.2,-1.3,3.27,Human
7,10.55,0,9.65,20,15.6,-1.3,5.4,13.4,6.1,-0.8,-1.9,2.1,-1.1,0,,,,,,3.27,Human
7,10.6,0,9.7,20,15.6,-1.3,5.3,13.3,6.2,-0.8,-1.9,2.1,-1.1,0,,,,,,3.27,Human
7,10.65,0,9.75,20,15.5,-1.3,5.3,13.2,6.3,-0.8,-1.9,2.1,-1.0,0,,,,,,3.27,Human
7,10.7,0,9.8,21,15.4,-1.3,5.6,13.0,6.2,-0.4,-2.0,1.9,-1.0,1,10.7,5.8,13.0,6.1,-2.3,3.11,Human
7,10.75,0,9.85,21,15.3,-1.3,5.6,12.9,6.3,-0.4,-2.0,1.9,-1.0,0,,,,,,3.11,Human
7,10.8,0,9.9,21,15.2,-1.3,5.6,12.8,6.4,-0.4,-2.0,1.9,-1.0,0,,,,,,3.11,Human
7,10.85,0,9.95,21,15.1,-1.3,5.6,12.7,6.5,-0.4,-2.0,1.9,-1.0,0,,,,,,3.11,Human
7,10.9,0,10.0,21,15.0,-1.3,5.5,12.6,6.6,-0.4,-2.0,1.9,-1.0,0,,,,,,3.11,Human
7,10.95,0,10.05,21,14.9,-1.3,5.5,12.5,6.7,-0.4,-2.0,1.9,-1.0,0,,,,,,3.11,Human
7,11.0,0,10.1,21,14.8,-1.3,5.5,12.4,6.8,-0.4,-2.0,1.9,-0.9,0,,,,,,3.11,Human
7,11.05,0,10.15,21,14.7,-1.3,5.5,12.3,6.9,-0.4,-2.0,1.9,-0.9,0,,,,,,3.11,Human
7,11.1,0,10.2,22,15.3,-1.3,4.9,11.5,8.7,-0.9,-2.7,3.4,-0.3,1,11.1,4.8,11.3,9.3,-1.0,3.21,Human
7,11.15,0,10.25,22,15.2,-1.3,4.9,11.4,8.9,-0.9,-2.7,3.4,-0.3,0,,,,,,3.21,Human
7,11.2,0,10.3,22,15.2,-1.3,4.8,11.2,9.1,-0.9,-2.7,3.4,-0.2,0,,,,,,3.21,Human
7,11.25,0,10.35,23,15.3,-1.3,4.5,11.8,8.8,-1.2,-1.9,3.0,-0.1,1,11.25,4.3,12.2,8.5,-0.8,3.09,Human
7,11.3,0,10.4,23,15.3,-1.3,4.4,11.7,8.9,-1.2,-1.9,3.0,-0.1,0,,,,,,3.09,Human
7,11.35,0,10.45,24,14.9,-1.3,4.2,11.5,8.7,-1.4,-2.0,2.6,-0.5,1,11.35,4.1,11.4,8.2,-1.0,2.99,Human
7,11.45,0,10.55,25,14.8,-1.2,4.1,10.5,9.4,-1.4,-3.1,3.2,-0.6,1,11.45,4.1,9.8,10.1,-1.0,2.92,Human
7,11.55,0,10.65,26,14.7,-1.2,4.0,10.8,9.2,-1.3,-2.3,2.4,-0.5,1,11.55,4.1,11.3,8.3,-0.8,2.88,Human
7,11.65,0,10.75,27,14.6,-1.1,4.2,10.2,9.6,-0.8,-2.7,2.6,-0.4,1,11.65,4.6,9.9,9.8,-0.7,2.77,Human
7,11.7,0,10.8,28,14.6,-1.1,4.2,9.7,10.0,-0.8,-3.3,3.1,-0.3,1,11.7,4.1,9.2,10.6,-1.1,2.7,Human
