track_id,timestamp,Radar id,time_from_start,num assoc,range,doppler,x,y,z,vx,vy,vz,calc_dopp,is assoc,assoc_timestamp,assoc_x,assoc_y,assoc_z,assoc_dopp,z var,class
17,16.5,0,16.05,20,23.1,-1.1,13.5,16.9,-5.8,-0.8,-0.6,1.3,-1.3,1,16.5,16.0,17.0,-7.2,-1.8,57.19,Human
17,16.55,0,16.1,20,23.0,-1.1,13.4,16.9,-5.7,-0.8,-0.6,1.3,-1.3,0,,,,,,57.19,Human
17,16.6,0,16.15,21,22.5,-1.1,13.6,16.9,-4.4,-0.6,-0.6,2.7,-1.3,1,16.6,13.7,17.0,-2.7,-0.5,54.73,Human
17,16.65,0,16.2,21,22.5,-1.1,13.5,16.9,-4.2,-0.6,-0.6,2.7,-1.3,0,,,,,,54.73,Human
17,16.7,0,16.25,21,22.4,-1.1,13.5,16.8,-4.1,-0.6,-0.6,2.7,-1.3,0,,,,,,54.73,Human
17,16.75,0,16.3,22,22.2,-1.1,12.3,17.7,-3.8,-1.9,0.5,2.9,-1.2,1,16.75,11.7,18.3,-3.6,-0.5,52.13,Human
17,16.8,0,16.35,23,22.4,-1.1,8.3,15.8,5.2,-6.3,-1.8,12.4,-0.7,1,16.8,4.3,13.7,17.7,-0.5,69.53,Human
17,16.85,0,16.4,23,22.4,-1.1,8.0,15.7,5.8,-6.3,-1.8,12.4,-0.3,0,,,,,,69.53,Human
17,16.9,0,16.45,23,22.4,-1.1,7.7,15.6,6.4,-6.3,-1.8,12.4,0.1,0,,,,,,69.53,Human
17,16.95,0,16.5,23,22.3,-1.1,7.4,15.5,7.0,-6.3,-1.8,12.4,0.6,0,,,,,,69.53,Human
17,17.0,0,16.55,23,22.3,-1.1,7.1,15.4,7.7,-6.3,-1.8,12.4,1.0,0,,,,,,69.53,Human
17,17.05,0,16.6,23,22.3,-1.1,6.7,15.3,8.3,-6.3,-1.8,12.4,1.5,0,,,,,,69.53,Human
17,17.1,0,16.65,23,22.3,-1.1,6.4,15.2,8.9,-6.3,-1.8,12.4,1.9,0,,,,,,69.53,Human
17,17.15,0,16.7,23,22.2,-1.1,6.1,15.1,9.5,-6.3,-1.8,12.4,2.4,0,,,,,,69.53,Human
17,17.2,0,16.75,24,20.4,-1.0,8.0,14.2,10.5,-4.1,-2.7,12.8,3.1,1,17.2,8.5,14.0,10.6,-0.5,66.52,Human
17,17.25,0,16.8,25,19.6,-1.0,8.3,14.7,8.8,-3.6,-1.9,10.4,1.7,1,17.25,8.8,15.3,6.3,-0.3,64.69,Human
17,17.3,0,16.85,25,19.6,-1.0,8.1,14.6,9.3,-3.6,-1.9,10.4,2.0,0,,,,,,64.69,Human
17,17.35,0,16.9,25,19.6,-1.0,8.0,14.5,9.9,-3.6,-1.9,10.4,2.4,0,,,,,,64.69,Human
17,17.4,0,16.95,25,19.5,-1.0,7.8,14.4,10.4,-3.6,-1.9,10.4,2.7,0,,,,,,64.69,Human
17,17.45,0,17.0,25,19.5,-1.0,7.6,14.3,10.9,-3.6,-1.9,10.4,3.0,0,,,,,,64.69,Human
17,17.5,0,17.05,25,19.5,-1.0,7.4,14.2,11.4,-3.6,-1.9,10.4,3.3,0,,,,,,64.69,Human
17,17.55,0,17.1,25,19.5,-1.0,7.3,14.1,11.9,-3.6,-1.9,10.4,3.7,0,,,,,,64.69,Human
17,17.6,0,17.15,25,19.5,-1.0,7.1,14.1,12.5,-3.6,-1.9,10.4,4.0,0,,,,,,64.69,Human
17,17.65,0,17.2,25,19.4,-1.0,6.9,14.0,13.0,-3.6,-1.9,10.4,4.3,0,,,,,,64.69,Human
17,17.75,0,17.3,26,18.9,-0.9,1.5,16.9,-2.0,-8.6,1.2,-4.7,0.9,1,17.75,0.6,17.4,-6.8,-0.5,78.74,Human
17,17.8,0,17.35,26,18.9,-0.9,1.0,17.0,-2.2,-8.6,1.2,-4.7,1.1,0,,,,,,78.74,Human
17,17.85,0,17.4,26,18.9,-0.9,0.6,17.0,-2.4,-8.6,1.2,-4.7,1.4,0,,,,,,78.74,Human
17,17.9,0,17.45,26,18.8,-0.9,0.2,17.1,-2.7,-8.6,1.2,-4.7,1.6,0,,,,,,78.74,Human
17,17.95,0,17.5,26,18.8,-0.9,-0.3,17.1,-2.9,-8.6,1.2,-4.7,1.9,0,,,,,,78.74,Human
17,18.0,0,17.55,26,18.8,-0.9,-0.7,17.2,-3.1,-8.6,1.2,-4.7,2.2,0,,,,,,78.74,Human
17,18.05,0,17.6,26,18.8,-0.9,-1.1,17.2,-3.4,-8.6,1.2,-4.7,2.4,0,,,,,,78.74,Human
17,18.1,0,17.65,26,18.7,-0.9,-1.5,17.3,-3.6,-8.6,1.2,-4.7,2.7,0,,,,,,78.74,Human
17,18.15,0,17.7,26,18.7,-0.9,-2.0,17.4,-3.8,-8.6,1.2,-4.7,3.0,0,,,,,,78.74,Human
17,18.2,0,17.75,26,18.7,-0.9,-2.4,17.4,-4.1,-8.6,1.2,-4.7,3.2,0,,,,,,78.74,Human
17,18.25,0,17.8,26,18.7,-0.9,-2.8,17.5,-4.3,-8.6,1.2,-4.7,3.5,0,,,,,,78.74,Human
17,18.3,0,17.85,26,18.6,-0.9,-3.3,17.5,-4.5,-8.6,1.2,-4.7,3.8,0,,,,,,78.74,Human
17,18.35,0,17.9,26,18.6,-0.9,-3.7,17.6,-4.8,-8.6,1.2,-4.7,4.0,0,,,,,,78.74,Human
17,18.4,0,17.95,26,18.6,-0.9,-4.1,17.7,-5.0,-8.6,1.2,-4.7,4.3,0,,,,,,78.74,Human
17,18.45,0,18.0,26,18.6,-0.9,-4.6,17.7,-5.3,-8.6,1.2,-4.7,4.6,0,,,,,,78.74,Human
17,18.5,0,18.05,26,18.5,-0.9,-5.0,17.8,-5.5,-8.6,1.2,-4.7,4.8,0,,,,,,78.74,Human
17,18.55,0,18.1,27,20.6,-0.9,5.7,17.5,8.2,0.2,0.9,5.8,3.1,1,18.55,6.6,17.4,10.0,-1.5,84.9,Human
17,18.6,0,18.15,27,20.5,-0.9,5.7,17.5,8.4,0.2,0.9,5.8,3.2,0,,,,,,84.9,Human
17,18.65,0,18.2,28,20.8,-1.0,6.7,17.5,9.2,1.1,0.8,6.1,3.7,1,18.65,7.3,17.5,9.5,-1.6,81.78,Human
17,18.7,0,18.25,29,20.9,-1.0,7.0,17.7,9.2,1.4,1.0,5.8,3.9,1,18.7,7.3,17.9,8.7,-1.5,78.87,Human
17,18.75,0,18.3,30,21.0,-1.0,6.9,18.1,8.9,1.1,1.4,5.2,3.8,1,18.75,6.6,18.5,7.9,-1.5,76.23,Human
17,18.8,0,18.35,31,21.0,-0.9,7.1,17.9,9.2,1.3,1.1,5.3,3.7,1,18.8,7.3,17.6,9.2,-1.3,73.69,Human
17,18.85,0,18.4,31,20.9,-0.9,7.1,18.0,9.4,1.3,1.1,5.3,3.8,0,,,,,,73.69,Human
17,18.9,0,18.45,32,21.0,-0.9,7.2,18.3,8.6,1.4,1.4,4.1,3.4,1,18.9,7.3,18.5,7.2,-1.0,71.52,Human
17,18.95,0,18.5,33,21.0,-0.8,9.4,18.0,5.6,4.0,0.9,0.2,2.7,1,18.95,11.9,17.5,0.2,-0.5,71.54,Human
17,19.0,0,18.55,33,21.0,-0.8,9.6,18.0,5.6,4.0,0.9,0.2,2.7,0,,,,,,71.54,Human
17,19.05,0,18.6,33,21.0,-0.8,9.8,18.1,5.6,4.0,0.9,0.2,2.7,0,,,,,,71.54,Human
17,19.1,0,18.65,34,20.6,-0.9,7.8,17.8,6.7,1.3,0.6,1.5,1.5,1,19.1,6.3,17.7,7.8,-1.5,69.52,Human
17,19.15,0,18.7,35,20.5,-0.9,7.4,17.7,7.2,0.8,0.4,2.0,1.3,1,19.15,7.0,17.5,7.8,-1.1,67.5,Human
17,19.2,0,18.75,36,20.4,-0.9,7.5,16.9,8.3,0.9,-0.6,3.2,1.1,1,19.2,7.6,16.0,10.0,-1.3,65.78,Human
17,19.3,0,18.85,37,20.3,-1.0,7.3,16.8,8.8,0.4,-0.6,3.4,1.1,1,19.3,7.0,16.8,9.1,-1.1,63.96,Human
17,19.35,0,18.9,37,20.2,-1.0,7.3,16.8,9.0,0.4,-0.6,3.4,1.2,0,,,,,,63.96,Human
17,19.4,0,18.95,37,20.2,-1.0,7.4,16.8,9.2,0.4,-0.6,3.4,1.2,0,,,,,,63.96,Human
17,19.45,0,19.0,37,20.1,-1.0,7.4,16.7,9.3,0.4,-0.6,3.4,1.2,0,,,,,,63.96,Human
17,19.5,0,19.05,38,20.2,-1.0,7.1,16.2,10.1,0.1,-1.2,4.1,1.1,1,19.5,7.0,15.9,10.6,-0.7,62.26,Human
17,19.55,0,19.1,38,20.2,-1.0,7.1,16.1,10.3,0.1,-1.2,4.1,1.1,0,,,,,,62.26,Human
17,19.6,0,19.15,38,20.2,-1.0,7.1,16.0,10.5,0.1,-1.2,4.1,1.2,0,,,,,,62.26,Human
17,19.65,0,19.2,38,20.1,-1.0,7.1,16.0,10.7,0.1,-1.2,4.1,1.2,0,,,,,,62.26,Human
17,19.7,0,19.25,39,21.2,-1.0,4.5,12.5,15.6,-2.7,-4.9,9.0,3.1,1,19.7,3.4,11.0,18.7,-0.2,62.18,Human
17,19.8,0,19.35,40,20.4,-0.9,5.6,14.7,12.0,-1.0,-1.4,3.7,0.9,1,19.8,6.7,17.0,7.0,-1.5,62.85,Human
17,19.85,0,19.4,40,20.4,-0.9,5.5,14.6,12.2,-1.0,-1.4,3.7,0.9,0,,,,,,62.85,Human
17,19.9,0,19.45,41,20.0,-1.0,6.5,15.6,10.2,0.2,-0.2,1.2,0.6,1,19.9,7.3,16.4,7.6,-1.3,61.83,Human
17,19.95,0,19.5,41,19.9,-1.0,6.5,15.6,10.2,0.2,-0.2,1.2,0.6,0,,,,,,61.83,Human
17,20.0,0,19.55,42,19.7,-1.0,6.6,16.9,7.5,0.3,1.2,-1.7,0.5,1,20.0,6.7,17.9,4.2,-1.1,61.19,Human
17,20.05,0,19.6,43,19.6,-1.0,7.0,16.5,7.7,0.7,0.8,-1.4,0.4,1,20.05,7.3,16.1,8.2,-1.0,59.75,Human
17,20.1,0,19.65,43,19.5,-1.0,7.0,16.6,7.7,0.7,0.8,-1.4,0.4,0,,,,,,59.75,Human
17,20.15,0,19.7,44,19.5,-1.1,7.2,16.8,7.1,0.8,1.0,-1.9,0.5,1,20.15,7.3,16.9,6.5,-1.1,58.39,Human
17,20.25,0,19.8,45,19.1,-1.1,7.4,16.2,7.0,1.1,0.1,-1.8,-0.2,1,20.25,7.6,15.6,7.1,-1.0,57.06,Human
17,20.3,0,19.85,45,19.1,-1.1,7.5,16.2,6.9,1.1,0.1,-1.8,-0.2,0,,,,,,57.06,Human
17,20.35,0,19.9,45,19.0,-1.1,7.5,16.3,6.8,1.1,0.1,-1.8,-0.1,0,,,,,,57.06,Human
17,20.4,0,19.95,45,19.0,-1.1,7.6,16.3,6.7,1.1,0.1,-1.8,-0.1,0,,,,,,57.06,Human
17,20.45,0,20.0,45,18.9,-1.1,7.6,16.3,6.6,1.1,0.1,-1.8,-0.1,0,,,,,,57.06,Human
17,20.5,0,20.05,46,18.8,-1.1,7.2,16.5,5.5,0.5,0.4,-2.8,-0.3,1,20.5,7.0,16.7,4.9,-1.1,55.85,Human
17,20.55,0,20.1,46,18.7,-1.1,7.2,16.6,5.4,0.5,0.4,-2.8,-0.3,0,,,,,,55.85,Human
17,20.6,0,20.15,47,18.7,-1.1,7.1,16.9,3.9,0.4,0.8,-4.2,-0.0,1,20.6,7.0,17.2,2.5,-1.0,54.79,Human
17,20.65,0,20.2,47,18.6,-1.1,7.1,17.0,3.7,0.4,0.8,-4.2,0.0,0,,,,,,54.79,Human
17,20.7,0,20.25,47,18.6,-1.1,7.1,17.0,3.5,0.4,0.8,-4.2,0.1,0,,,,,,54.79,Human
17,20.8,0,20.35,48,18.6,-1.1,7.1,17.2,2.5,0.3,0.9,-4.8,0.3,1,20.8,7.0,17.2,2.1,-1.0,53.64,Human
17,20.85,0,20.4,49,18.6,-1.1,7.0,17.1,2.7,0.2,0.8,-4.4,0.2,1,20.85,7.0,17.1,3.2,-1.0,52.54,Human
17,20.9,0,20.45,49,18.6,-1.1,7.1,17.2,2.5,0.2,0.8,-4.4,0.2,0,,,,,,52.54,Human
17,20.95,0,20.5,49,18.5,-1.1,7.1,17.2,2.3,0.2,0.8,-4.4,0.3,0,,,,,,52.54,Human
17,21.0,0,20.55,49,18.5,-1.1,7.1,17.3,2.1,0.2,0.8,-4.4,0.3,0,,,,,,52.54,Human
17,21.05,0,20.6,49,18.4,-1.1,7.1,17.3,1.8,0.2,0.8,-4.4,0.4,0,,,,,,52.54,Human
