curr_timestamp,timestamp,Radar id,Frame number,x,y,z,doppler,snr,range
2025-10-05 13:44:36.486,0.4,0,8,0.0,12.17132,-4.63368,-0.65,83,13.024
2025-10-05 13:44:36.523,0.45,0,9,5.178,25.6927,-32.19254,-0.162,97,41.512
2025-10-05 13:44:36.722,0.65,0,13,0.40612,10.97816,-6.99481,-0.65,80,13.024
2025-10-05 13:44:36.890,0.8,0,16,-1.95444,5.83165,6.50694,-0.65,74,8.954
2025-10-05 13:44:36.922,0.8500000000000001,0,17,-1.67524,6.57688,5.84008,-0.65,99,8.954
2025-10-05 13:44:37.368,1.3,0,26,5.178,25.10795,-32.65065,-0.162,90,41.512
2025-10-05 13:44:37.368,1.3,0,26,20.71201,35.05526,8.08874,-0.162,90,41.512
2025-10-05 13:44:38.472,2.4000000000000004,0,48,6.4725,27.01393,-30.84867,-0.162,68,41.512
2025-10-05 13:44:39.234,3.1500000000000004,0,63,6.98015,29.06269,-33.32932,-0.162,55,44.768
2025-10-05 13:44:39.433,3.35,0,67,0.863,10.36344,-9.12856,-0.162,98,13.837
2025-10-05 13:44:39.669,3.6,0,72,8.3508,10.12528,-35.93481,-2.923,48,38.257
2025-10-05 13:44:39.734,3.6500000000000004,0,73,3.35047,52.08311,-12.73501,-6.497,46,53.722
2025-10-05 13:44:39.734,3.6500000000000004,0,73,43.55614,27.19592,-15.78928,-6.497,46,53.722
2025-10-05 13:44:39.769,3.7,0,74,5.178,22.79879,-34.30291,-0.162,62,41.512
2025-10-05 13:44:39.769,3.7,0,74,20.71201,34.17818,11.23169,-0.162,62,41.512
2025-10-05 13:44:39.838,3.75,0,75,-1.06606,3.45448,4.40397,-0.162,87,5.698
2025-10-05 13:44:40.169,4.1000000000000005,0,82,5.38106,32.16488,-28.24112,-0.162,68,43.14
2025-10-05 13:44:40.169,4.1000000000000005,0,82,22.86951,36.26191,4.81198,-0.162,68,43.14
2025-10-05 13:44:40.573,4.5,0,90,5.58412,25.03926,-24.9909,-3.573,53,35.815
2025-10-05 13:44:41.320,5.25,0,105,-11.04133,3.83473,3.52946,-9.42,48,12.21
2025-10-05 13:44:41.320,5.25,0,105,9.13765,7.21172,-3.68342,-9.42,48,12.21
2025-10-05 13:44:41.378,5.300000000000001,0,106,6.09177,28.21681,-15.05916,-3.411,57,32.559
