track_id,timestamp,Radar id,time_from_start,num assoc,range,doppler,x,y,z,vx,vy,vz,calc_dopp,is assoc,assoc_timestamp,assoc_x,assoc_y,assoc_z,assoc_dopp,z var,class
2,7.9,0,7.6,16,13.4,-0.9,0.1,13.1,-2.3,-1.6,2.4,4.8,1.5,1,7.9,-0.4,13.8,-0.1,-0.5,5.57,Human
2,7.95,0,7.65,17,12.9,-0.9,1.0,11.2,-4.6,-0.5,0.2,2.3,-0.7,1,7.95,1.9,9.4,-7.6,-0.7,6.99,Human
2,8.0,0,7.7,17,12.8,-0.9,1.0,11.3,-4.5,-0.5,0.2,2.3,-0.6,0,,,,,,6.99,Human
2,8.05,0,7.75,17,12.8,-0.9,0.9,11.3,-4.4,-0.5,0.2,2.3,-0.6,0,,,,,,6.99,Human
2,8.1,0,7.8,17,12.8,-0.9,0.9,11.3,-4.3,-0.5,0.2,2.3,-0.6,0,,,,,,6.99,Human
2,8.15,0,7.85,17,12.7,-0.9,0.9,11.3,-4.1,-0.5,0.2,2.3,-0.6,0,,,,,,6.99,Human
2,8.2,0,7.9,17,12.7,-0.9,0.9,11.3,-4.0,-0.5,0.2,2.3,-0.6,0,,,,,,6.99,Human
2,8.25,0,7.95,17,12.7,-0.9,0.8,11.3,-3.9,-0.5,0.2,2.3,-0.5,0,,,,,,6.99,Human
2,8.3,0,8.0,17,12.7,-0.9,0.8,11.3,-3.8,-0.5,0.2,2.3,-0.5,0,,,,,,6.99,Human
2,8.35,0,8.05,17,12.6,-0.9,0.8,11.3,-3.7,-0.5,0.2,2.3,-0.5,0,,,,,,6.99,Human
2,8.4,0,8.1,18,12.3,-0.9,1.4,10.2,-6.0,0.1,-0.9,-0.0,-0.7,1,8.4,1.5,10.0,-6.8,-0.7,7.14,Human
2,8.45,0,8.15,18,12.3,-0.9,1.4,10.2,-6.0,0.1,-0.9,-0.0,-0.7,0,,,,,,7.14,Human
2,8.5,0,8.2,18,12.3,-0.9,1.4,10.2,-6.0,0.1,-0.9,-0.0,-0.7,0,,,,,,7.14,Human
2,8.55,0,8.25,18,12.2,-0.9,1.4,10.1,-6.0,0.1,-0.9,-0.0,-0.7,0,,,,,,7.14,Human
2,8.6,0,8.3,19,12.2,-0.9,1.8,9.9,-6.7,0.5,-1.1,-0.7,-0.4,1,8.6,1.9,9.8,-7.0,-0.8,6.8,Human
2,8.65,0,8.35,19,12.2,-0.9,1.8,9.8,-6.7,0.5,-1.1,-0.7,-0.4,0,,,,,,6.8,Human
2,8.75,0,8.45,20,12.2,-0.9,1.9,9.7,-6.9,0.5,-1.0,-0.9,-0.3,1,8.75,1.9,9.8,-7.1,-0.5,6.45,Human
2,8.8,0,8.5,20,12.1,-0.9,1.9,9.7,-7.0,0.5,-1.0,-0.9,-0.2,0,,,,,,6.45,Human
2,8.85,0,8.55,20,12.1,-0.9,1.9,9.6,-7.0,0.5,-1.0,-0.9,-0.2,0,,,,,,6.45,Human
2,8.9,0,8.6,20,12.1,-0.9,2.0,9.6,-7.1,0.5,-1.0,-0.9,-0.2,0,,,,,,6.45,Human
2,8.95,0,8.65,20,12.0,-0.9,2.0,9.5,-7.1,0.5,-1.0,-0.9,-0.2,0,,,,,,6.45,Human
2,9.0,0,8.7,20,12.0,-0.9,2.0,9.5,-7.2,0.5,-1.0,-0.9,-0.2,0,,,,,,6.45,Human
2,9.05,0,8.75,20,12.0,-0.9,2.0,9.4,-7.2,0.5,-1.0,-0.9,-0.2,0,,,,,,6.45,Human
2,9.1,0,8.8,20,12.0,-0.9,2.1,9.4,-7.2,0.5,-1.0,-0.9,-0.2,0,,,,,,6.45,Human
2,9.15,0,8.85,20,11.9,-0.9,2.1,9.3,-7.3,0.5,-1.0,-0.9,-0.2,0,,,,,,6.45,Human
2,9.2,0,8.9,20,11.9,-0.9,2.1,9.3,-7.3,0.5,-1.0,-0.9,-0.2,0,,,,,,6.45,Human
2,9.25,0,8.95,20,11.9,-0.9,2.1,9.2,-7.4,0.5,-1.0,-0.9,-0.2,0,,,,,,6.45,Human
2,9.3,0,9.0,20,11.8,-0.9,2.2,9.2,-7.4,0.5,-1.0,-0.9,-0.2,0,,,,,,6.45,Human
2,9.35,0,9.05,20,11.8,-0.9,2.2,9.1,-7.5,0.5,-1.0,-0.9,-0.2,0,,,,,,6.45,Human
