track_id,timestamp,Radar id,time_from_start,num assoc,range,doppler,x,y,z,vx,vy,vz,calc_dopp,is assoc,assoc_timestamp,assoc_x,assoc_y,assoc_z,assoc_dopp,z var,class
4,6.2,0,5.3,16,9.0,-0.4,1.8,6.9,5.9,-0.9,0.3,1.5,1.0,1,6.2,1.7,7.1,5.2,-0.2,5.74,Human
4,6.25,0,5.35,17,9.0,-0.4,3.2,6.9,2.9,0.8,0.3,-2.0,-0.1,1,6.25,5.0,6.9,-2.8,-0.2,9.86,Human
4,6.3,0,5.4,18,9.0,-0.4,4.0,5.5,-0.4,1.7,-1.4,-5.6,0.2,1,6.3,5.0,3.7,-6.4,-0.2,13.99,Human
4,6.4,0,5.5,19,8.9,-0.4,4.7,6.1,-1.3,2.6,-0.2,-6.1,2.0,1,6.4,5.3,7.0,-1.8,-0.5,13.26,Human
4,6.45,0,5.55,20,8.9,-0.4,5.3,5.1,-3.0,3.2,-1.6,-7.9,3.6,1,6.45,5.9,3.9,-5.5,-0.2,13.34,Human
4,6.5,0,5.6,20,8.9,-0.4,5.4,5.1,-3.4,3.2,-1.6,-7.9,4.1,0,,,,,,13.34,Human
4,6.55,0,5.65,21,8.9,-0.3,5.9,4.5,-4.3,3.5,-2.1,-8.6,5.4,1,6.55,6.1,4.1,-5.1,-0.2,12.75,Human
4,6.65,0,5.75,22,8.9,-0.3,5.5,5.9,-3.0,2.5,0.2,-5.7,3.6,1,6.65,4.7,7.6,0.2,-0.3,13.45,Human
4,6.75,0,5.85,22,8.9,-0.3,5.7,5.9,-3.6,2.5,0.2,-5.7,4.0,0,,,,,,13.45,Human
4,6.8,0,5.9,22,8.9,-0.3,5.9,6.0,-3.9,2.5,0.2,-5.7,4.3,0,,,,,,13.45,Human
4,6.85,0,5.95,22,8.9,-0.3,6.0,6.0,-4.2,2.5,0.2,-5.7,4.5,0,,,,,,13.45,Human
4,6.9,0,6.0,22,8.9,-0.3,6.1,6.0,-4.4,2.5,0.2,-5.7,4.7,0,,,,,,13.45,Human
4,6.95,0,6.05,22,8.8,-0.3,6.2,6.0,-4.7,2.5,0.2,-5.7,4.9,0,,,,,,13.45,Human
4,7.0,0,6.1,22,8.8,-0.3,6.4,6.0,-5.0,2.5,0.2,-5.7,5.2,0,,,,,,13.45,Human
4,7.05,0,6.15,22,8.8,-0.3,6.5,6.0,-5.3,2.5,0.2,-5.7,5.4,0,,,,,,13.45,Human
4,7.1,0,6.2,22,8.8,-0.3,6.6,6.0,-5.6,2.5,0.2,-5.7,5.6,0,,,,,,13.45,Human
4,7.15,0,6.25,22,8.8,-0.3,6.7,6.0,-5.9,2.5,0.2,-5.7,5.8,0,,,,,,13.45,Human
4,7.25,0,6.35,22,8.8,-0.3,7.0,6.0,-6.4,2.5,0.2,-5.7,6.3,0,,,,,,13.45,Human
4,7.3,0,6.4,22,8.8,-0.3,7.1,6.0,-6.7,2.5,0.2,-5.7,6.5,0,,,,,,13.45,Human
4,7.35,0,6.45,22,8.7,-0.3,7.2,6.1,-7.0,2.5,0.2,-5.7,6.8,0,,,,,,13.45,Human
