track_id,timestamp,Radar id,time_from_start,num assoc,range,doppler,x,y,z,vx,vy,vz,calc_dopp,is assoc,assoc_timestamp,assoc_x,assoc_y,assoc_z,assoc_dopp,z var,class,time_no_assoc,doppler history,range innov
11,6.15,0,6.1,30,17.7,-4.4,0.5,17.5,-2.4,-0.1,-4.4,0.7,-4.5,1,6.15,0.6,17.6,-3.3,-4.2,3.75,Human,0,-4.223,0
11,6.2,0,6.15,31,17.3,-4.3,0.5,17.2,-1.7,-0.1,-4.5,1.4,-4.6,1,6.2,0.5,17.1,-0.5,-4.2,3.73,Human,0,-4.223,0
11,6.25,0,6.2,32,17.1,-4.3,0.8,17.0,-1.2,0.2,-4.4,1.9,-4.5,1,6.25,1.1,17.1,-0.4,-4.4,3.66,Human,0,-4.385,0
11,6.3,0,6.25,33,16.9,-4.7,0.9,16.5,-2.5,0.3,-4.7,0.3,-4.6,1,6.3,1.1,16.2,-5.2,-5.0,4.06,Human,0,-5.035,0
11,6.35,0,6.3,34,16.6,-4.8,1.0,15.6,-4.0,0.4,-5.5,-1.4,-4.9,1,6.35,1.0,14.7,-6.8,-4.9,4.49,Human,0,-4.872,0
11,6.45,0,6.4,35,16.2,-4.4,1.0,15.5,-3.6,0.4,-4.9,-0.7,-4.5,1,6.45,1.0,16.0,-2.8,-4.1,4.41,Human,0,-4.06,0
11,6.5,0,6.45,36,16.1,-4.2,1.0,15.6,-3.3,0.4,-4.4,-0.3,-4.2,1,6.5,1.0,16.0,-2.6,-4.1,4.31,Human,0,-4.06,0
11,6.55,0,6.5,37,16.0,-3.7,1.0,15.6,-3.4,0.4,-4.2,-0.3,-4.0,1,6.55,1.0,15.9,-3.5,-3.2,4.19,Human,0,-3.248,0
11,6.6,0,6.55,37,15.8,-3.7,1.0,15.4,-3.4,0.4,-4.2,-0.3,-3.9,0,,,,,,4.19,Human,0.05,-3.248,-0.187
11,6.65,0,6.6,37,15.6,-3.7,1.1,15.2,-3.4,0.4,-4.2,-0.3,-3.9,0,,,,,,4.19,Human,0.1,-3.248,-0.374
11,6.7,0,6.65,37,15.5,-3.7,1.1,15.0,-3.4,0.4,-4.2,-0.3,-3.9,0,,,,,,4.19,Human,0.15,-3.248,-0.561
11,6.75,0,6.7,37,15.3,-3.7,1.1,14.8,-3.4,0.4,-4.2,-0.3,-3.9,0,,,,,,4.19,Human,0.2,-3.248,-0.748
11,6.8,0,6.75,38,14.8,-4.0,0.6,14.6,-1.8,-0.1,-4.1,1.4,-4.2,1,6.8,0.5,14.6,-0.6,-4.1,4.28,Human,0,-4.06,0
11,6.85,0,6.8,39,14.6,-4.1,0.8,14.4,-1.9,0.0,-4.1,1.2,-4.2,1,6.85,0.9,14.5,-2.2,-4.2,4.18,Human,0,-4.223,0
11,6.9,0,6.85,40,14.2,-4.4,0.8,14.0,-1.7,0.1,-4.3,1.4,-4.4,1,6.9,0.9,13.7,-1.3,-4.7,4.08,Human,0,-4.71,0
11,6.95,0,6.9,41,13.9,-4.7,0.8,13.8,-1.6,0.1,-4.4,1.4,-4.5,1,6.95,0.9,13.7,-1.5,-5.0,3.98,Human,0,-5.035,0
11,7.0,0,6.95,42,13.7,-4.8,0.9,13.6,-1.5,0.1,-4.3,1.4,-4.4,1,7.0,0.9,13.7,-1.5,-4.9,3.88,Human,0,-4.872,0
11,7.05,0,7.0,43,13.3,-4.6,0.5,13.2,-1.3,-0.4,-4.5,1.6,-4.6,1,7.05,0.0,13.0,-0.9,-4.4,3.79,Human,0,-4.385,0
11,7.1,0,7.05,44,13.1,-4.4,0.6,12.9,-1.4,-0.2,-4.6,1.4,-4.7,1,7.1,0.8,12.9,-1.9,-4.2,3.72,Human,0,-4.223,0
11,7.2,0,7.15,45,12.8,-4.4,0.7,12.7,-1.1,-0.0,-4.2,1.6,-4.3,1,7.2,0.8,13.0,-0.8,-4.4,3.64,Human,0,-4.385,0
11,7.25,0,7.2,45,12.6,-4.4,0.7,12.5,-1.0,-0.0,-4.2,1.6,-4.3,0,,,,,,3.64,Human,0.05,-4.385,-0.22
11,7.3,0,7.25,46,12.3,-4.5,0.7,12.2,-1.3,0.0,-4.4,1.2,-4.4,1,7.3,0.8,12.1,-1.7,-4.5,3.57,Human,0,-4.548,0
11,7.35,0,7.3,47,12.1,-4.4,0.7,12.0,-1.2,0.0,-4.3,1.2,-4.4,1,7.35,0.8,12.1,-1.3,-4.4,3.49,Human,0,-4.385,0
11,7.4,0,7.35,48,12.0,-4.3,0.9,11.9,-1.5,0.2,-4.2,0.8,-4.2,1,7.4,1.1,12.0,-2.0,-4.2,3.43,Human,0,-4.223,0
11,7.45,0,7.4,49,11.7,-4.2,0.8,11.5,-1.7,0.1,-4.4,0.5,-4.4,1,7.45,0.7,11.2,-2.2,-4.1,3.37,Human,0,-4.06,0
11,7.5,0,7.45,50,11.4,-4.0,0.6,11.2,-2.0,-0.1,-4.5,0.2,-4.5,1,7.5,0.4,11.1,-2.5,-3.7,3.31,Human,0,-3.736,0
11,7.55,0,7.5,51,11.3,-3.8,0.5,11.1,-1.9,-0.3,-4.4,0.3,-4.3,1,7.55,0.4,11.3,-1.7,-3.7,3.25,Human,0,-3.736,0
11,7.6,0,7.55,52,11.2,-4.0,0.6,11.0,-1.7,-0.1,-4.2,0.4,-4.2,1,7.6,0.7,11.3,-1.5,-4.1,3.19,Human,0,-4.06,0
11,7.65,0,7.6,53,11.1,-4.2,0.5,11.0,-1.9,-0.3,-4.0,0.3,-4.0,1,7.65,0.4,11.2,-2.2,-4.5,3.13,Human,0,-4.548,0
11,7.7,0,7.65,54,10.8,-4.3,0.6,10.7,-1.6,-0.2,-4.1,0.5,-4.2,1,7.7,0.7,10.5,-1.2,-4.4,3.08,Human,0,-4.385,0
11,7.75,0,7.7,55,10.6,-4.2,0.6,10.5,-1.5,-0.1,-4.1,0.6,-4.2,1,7.75,0.7,10.5,-1.4,-4.1,3.02,Human,0,-4.06,0
11,7.8,0,7.75,56,10.5,-4.0,0.8,10.3,-1.7,0.1,-4.1,0.4,-4.1,1,7.8,1.0,10.3,-2.1,-3.7,2.98,Human,0,-3.736,0
11,7.85,0,7.8,57,10.1,-3.6,0.7,9.9,-1.5,0.0,-4.3,0.6,-4.3,1,7.85,0.6,9.7,-1.0,-3.2,2.93,Human,0,-3.248,0
11,7.9,0,7.85,58,9.9,-3.7,0.7,9.7,-1.3,-0.0,-4.3,0.8,-4.3,1,7.9,0.6,9.7,-1.0,-3.7,2.88,Human,0,-3.736,0
11,7.95,0,7.9,59,9.7,-3.6,0.6,9.5,-1.4,-0.1,-4.2,0.6,-4.2,1,7.95,0.6,9.6,-1.7,-3.6,2.84,Human,0,-3.573,0
11,8.0,0,7.95,60,9.6,-3.8,0.6,9.5,-1.1,-0.1,-4.0,0.9,-4.1,1,8.0,0.6,9.7,-0.5,-4.1,2.8,Human,0,-4.06,0
11,8.05,0,8.0,61,9.2,-4.2,0.6,9.1,-0.8,-0.1,-4.2,1.2,-4.3,1,8.05,0.6,8.9,-0.3,-4.5,2.76,Human,0,-4.548,0
11,8.1,0,8.05,62,9.0,-4.1,0.6,8.9,-0.9,-0.1,-4.2,1.1,-4.3,1,8.1,0.6,8.9,-1.1,-4.1,2.72,Human,0,-4.06,0
11,8.15,0,8.1,63,8.9,-4.1,0.6,8.7,-1.1,-0.1,-4.2,0.7,-4.2,1,8.15,0.6,8.8,-1.7,-4.1,2.69,Human,0,-4.06,0
11,8.2,0,8.15,64,8.8,-3.9,0.7,8.7,-0.8,0.0,-4.0,1.0,-4.0,1,8.2,0.8,8.9,-0.3,-3.7,2.66,Human,0,-3.736,0
11,8.25,0,8.2,65,8.7,-3.7,0.6,8.7,-0.9,-0.0,-3.8,0.9,-3.8,1,8.25,0.6,8.9,-1.0,-3.4,2.62,Human,0,-3.411,0
11,8.3,0,8.25,66,8.4,-3.5,0.6,8.3,-0.6,-0.1,-4.0,1.1,-4.0,1,8.3,0.5,8.1,-0.2,-3.2,2.58,Human,0,-3.248,0
11,8.35,0,8.3,67,8.2,-3.5,0.7,8.1,-0.7,-0.0,-4.0,1.0,-4.0,1,8.35,0.8,8.1,-0.9,-3.6,2.54,Human,0,-3.573,0
11,8.4,0,8.35,68,8.1,-3.8,0.7,7.9,-0.8,0.1,-3.9,0.8,-4.0,1,8.4,0.8,8.0,-1.2,-4.1,2.51,Human,0,-4.06,0
11,8.45,0,8.4,69,7.7,-4.1,0.7,7.4,-1.2,0.0,-4.3,0.2,-4.2,1,8.45,0.7,7.0,-2.1,-4.4,2.5,Human,0,-4.385,0
11,8.5,0,8.45,70,7.4,-4.0,0.6,7.2,-1.0,-0.1,-4.3,0.6,-4.3,1,8.5,0.5,7.3,-0.4,-3.9,2.47,Human,0,-3.898,0
11,8.55,0,8.5,71,7.3,-3.8,0.6,7.1,-0.9,-0.0,-4.2,0.6,-4.2,1,8.55,0.7,7.2,-0.9,-3.6,2.44,Human,0,-3.573,0
11,8.6,0,8.55,72,7.2,-3.3,0.7,7.0,-1.0,0.0,-4.0,0.5,-4.0,1,8.6,0.7,7.2,-1.1,-2.8,2.4,Human,0,-2.761,0
11,8.65,0,8.6,73,7.1,-3.3,0.7,7.0,-0.9,0.0,-3.8,0.5,-3.8,1,8.65,0.7,7.2,-0.9,-3.2,2.37,Human,0,-3.248,0
11,8.7,0,8.65,74,6.8,-3.3,0.6,6.6,-0.9,-0.0,-4.0,0.5,-4.0,1,8.7,0.6,6.4,-0.9,-3.2,2.34,Human,0,-3.248,0
11,8.75,0,8.7,75,6.6,-3.6,0.7,6.4,-0.9,0.1,-4.0,0.5,-4.0,1,8.75,0.8,6.4,-1.0,-3.9,2.31,Human,0,-3.898,0
11,8.8,0,8.75,76,6.4,-3.7,0.7,6.3,-0.8,0.0,-3.9,0.5,-3.9,1,8.8,0.6,6.4,-0.7,-3.7,2.28,Human,0,-3.736,0
11,8.85,0,8.8,77,6.3,-3.7,0.6,6.3,-0.8,-0.1,-3.7,0.5,-3.8,1,8.85,0.4,6.5,-0.7,-3.7,2.25,Human,0,-3.736,0
11,8.9,0,8.85,78,6.3,-3.7,0.6,6.2,-0.7,-0.1,-3.5,0.6,-3.6,1,8.9,0.6,6.5,-0.6,-3.7,2.22,Human,0,-3.736,0
11,8.95,0,8.9,79,6.0,-3.6,0.6,5.9,-0.8,-0.1,-3.8,0.5,-3.8,1,8.95,0.5,5.6,-1.0,-3.4,2.19,Human,0,-3.411,0
11,9.0,0,8.95,80,5.8,-3.2,0.5,5.7,-0.5,-0.2,-3.8,0.7,-3.8,1,9.0,0.4,5.7,-0.1,-2.9,2.17,Human,0,-2.923,0
11,9.05,0,9.0,81,5.6,-3.2,0.6,5.5,-0.5,-0.1,-3.7,0.7,-3.7,1,9.05,0.7,5.6,-0.5,-3.1,2.14,Human,0,-3.086,0
11,9.1,0,9.05,82,5.6,-3.1,0.6,5.5,-0.6,-0.0,-3.6,0.6,-3.6,1,9.1,0.7,5.6,-0.9,-3.1,2.12,Human,0,-3.086,0
11,9.15,0,9.1,83,5.2,-3.2,0.6,5.1,-0.7,-0.1,-3.9,0.4,-3.8,1,9.15,0.5,4.8,-1.0,-3.2,2.09,Human,0,-3.248,0
11,9.2,0,9.15,84,5.0,-3.2,0.5,4.9,-0.6,-0.1,-3.9,0.5,-3.8,1,9.2,0.5,4.8,-0.4,-3.2,2.07,Human,0,-3.248,0
11,9.25,0,9.2,85,4.8,-3.3,0.5,4.7,-0.8,-0.1,-3.9,0.2,-3.8,1,9.25,0.6,4.7,-1.3,-3.4,2.05,Human,0,-3.411,0
11,9.3,0,9.25,86,4.8,-3.2,0.5,4.6,-0.7,-0.1,-3.7,0.4,-3.6,1,9.3,0.5,4.8,-0.4,-3.1,2.03,Human,0,-3.086,0
11,9.35,0,9.3,87,4.7,-3.0,0.5,4.6,-0.6,-0.1,-3.5,0.4,-3.5,1,9.35,0.6,4.8,-0.5,-2.8,2.01,Human,0,-2.761,0
11,9.4,0,9.35,88,4.7,-2.7,0.6,4.5,-0.8,0.0,-3.3,0.2,-3.3,1,9.4,0.8,4.7,-1.2,-2.4,1.99,Human,0,-2.436,0
11,9.45,0,9.4,89,4.4,-2.7,0.6,4.2,-0.8,0.0,-3.6,0.2,-3.4,1,9.45,0.6,3.9,-0.9,-2.6,1.96,Human,0,-2.599,0
11,9.5,0,9.45,90,4.2,-2.6,0.6,4.0,-0.7,-0.0,-3.6,0.3,-3.5,1,9.5,0.5,4.0,-0.6,-2.6,1.94,Human,0,-2.599,0
11,9.55,0,9.5,91,4.1,-2.7,0.5,3.9,-0.8,-0.1,-3.5,0.2,-3.4,1,9.55,0.5,3.9,-0.9,-2.8,1.92,Human,0,-2.761,0
11,9.6,0,9.55,92,4.0,-2.7,0.6,3.8,-0.9,-0.0,-3.4,0.1,-3.3,1,9.6,0.6,3.9,-1.1,-2.8,1.9,Human,0,-2.761,0
11,9.65,0,9.6,93,3.9,-2.6,0.7,3.6,-1.2,0.1,-3.5,-0.3,-3.0,1,9.65,0.9,3.5,-1.9,-2.4,1.89,Human,0,-2.436,0
11,9.7,0,9.65,94,3.6,-2.4,0.6,3.3,-1.1,0.0,-3.6,-0.1,-3.2,1,9.7,0.5,3.1,-0.7,-2.3,1.87,Human,0,-2.274,0
11,9.75,0,9.7,95,3.4,-2.2,0.6,3.1,-1.0,0.0,-3.6,-0.1,-3.3,1,9.75,0.6,3.1,-0.9,-1.9,1.85,Human,0,-1.949,0
11,9.8,0,9.75,95,3.3,-2.2,0.6,2.9,-1.0,0.0,-3.6,-0.1,-3.2,0,,,,,,1.85,Human,0.05,-1.949,-0.11
11,9.85,0,9.8,95,3.2,-2.2,0.6,2.7,-1.0,0.0,-3.6,-0.1,-3.1,0,,,,,,1.85,Human,0.1,-1.949,-0.219
11,9.9,0,9.85,95,3.1,-2.2,0.6,2.5,-1.0,0.0,-3.6,-0.1,-3.0,0,,,,,,1.85,Human,0.15,-1.949,-0.329
11,9.95,0,9.9,95,3.0,-2.2,0.6,2.4,-1.0,0.0,-3.6,-0.1,-2.9,0,,,,,,1.85,Human,0.2,-1.949,-0.438
11,10.0,0,9.95,96,3.1,-2.0,0.7,2.5,-1.4,0.1,-3.2,-0.5,-2.4,1,10.0,0.7,2.7,-1.7,-1.9,1.84,Human,0,-1.949,0
11,10.05,0,10.0,97,3.1,-1.9,0.6,2.7,-1.3,0.0,-2.8,-0.3,-2.3,1,10.05,0.6,3.0,-1.0,-1.8,1.82,Human,0,-1.787,0
11,10.15,0,10.1,97,2.9,-1.9,0.7,2.4,-1.3,0.0,-2.8,-0.3,-2.2,0,,,,,,1.82,Human,0.1,-1.787,-0.188
11,10.2,0,10.15,97,2.8,-1.9,0.7,2.3,-1.3,0.0,-2.8,-0.3,-2.1,0,,,,,,1.82,Human,0.15,-1.787,-0.282
11,10.25,0,10.2,97,2.7,-1.9,0.7,2.2,-1.3,0.0,-2.8,-0.3,-2.1,0,,,,,,1.82,Human,0.2,-1.787,-0.376
11,10.3,0,10.25,97,2.6,-1.9,0.7,2.0,-1.3,0.0,-2.8,-0.3,-2.0,0,,,,,,1.82,Human,0.25,-1.787,-0.47
11,10.35,0,10.3,97,2.6,-1.9,0.7,1.9,-1.3,0.0,-2.8,-0.3,-1.9,0,,,,,,1.82,Human,0.3,-1.787,-0.564
11,10.4,0,10.35,97,2.5,-1.9,0.7,1.7,-1.4,0.0,-2.8,-0.3,-1.8,0,,,,,,1.82,Human,0.35,-1.787,-0.658
11,10.45,0,10.4,97,2.4,-1.9,0.7,1.6,-1.4,0.0,-2.8,-0.3,-1.7,0,,,,,,1.82,Human,0.4,-1.787,-0.753
11,10.5,0,10.45,97,2.3,-1.9,0.7,1.4,-1.4,0.0,-2.8,-0.3,-1.6,0,,,,,,1.82,Human,0.45,-1.787,-0.847
11,10.55,0,10.5,97,2.2,-1.9,0.7,1.3,-1.4,0.0,-2.8,-0.3,-1.5,0,,,,,,1.82,Human,0.5,-1.787,-0.941
11,10.6,0,10.55,97,2.1,-1.9,0.7,1.2,-1.4,0.0,-2.8,-0.3,-1.4,0,,,,,,1.82,Human,0.55,-1.787,-1.035
11,10.65,0,10.6,97,2.0,-1.9,0.7,1.0,-1.4,0.0,-2.8,-0.3,-1.2,0,,,,,,1.82,Human,0.6,-1.787,-1.129
11,10.7,0,10.65,97,1.9,-1.9,0.7,0.9,-1.4,0.0,-2.8,-0.3,-1.1,0,,,,,,1.82,Human,0.65,-1.787,-1.223
11,10.75,0,10.7,97,1.8,-1.9,0.7,0.7,-1.5,0.0,-2.8,-0.3,-0.9,0,,,,,,1.82,Human,0.7,-1.787,-1.317
11,10.8,0,10.75,97,1.7,-1.9,0.7,0.6,-1.5,0.0,-2.8,-0.3,-0.7,0,,,,,,1.82,Human,0.75,-1.787,-1.411
11,10.85,0,10.8,97,1.6,-1.9,0.7,0.5,-1.5,0.0,-2.8,-0.3,-0.5,0,,,,,,1.82,Human,0.8,-1.787,-1.505
11,10.9,0,10.85,97,1.5,-1.9,0.7,0.3,-1.5,0.0,-2.8,-0.3,-0.3,0,,,,,,1.82,Human,0.85,-1.787,-1.599
11,10.95,0,10.9,97,1.4,-1.9,0.7,0.2,-1.5,0.0,-2.8,-0.3,0.0,0,,,,,,1.82,Human,0.9,-1.787,-1.693
11,11.0,0,10.95,97,1.3,-1.9,0.7,0.0,-1.5,0.0,-2.8,-0.3,0.3,0,,,,,,1.82,Human,0.95,-1.787,-1.787
11,11.05,0,11.0,97,1.2,-1.9,0.7,-0.1,-1.6,0.0,-2.8,-0.3,0.7,0,,,,,,1.82,Human,1.0,-1.787,-1.881
11,11.1,0,11.05,97,1.1,-1.9,0.7,-0.3,-1.6,0.0,-2.8,-0.3,1.1,0,,,,,,1.82,Human,1.05,-1.787,-1.975
