curr_timestamp,timestamp,Radar id,Frame number,x,y,z,doppler,snr,range
2025-10-05 13:38:31.878,0.1,0,2,1.2945,13.38101,-3.27859,-0.812,198,13.837
2025-10-05 13:38:31.884,0.15000000000000002,0,3,-6.72633,36.66767,21.71024,-4.385,51,43.14
2025-10-05 13:38:31.884,0.15000000000000002,0,3,1.2945,13.03583,-4.45732,-0.812,123,13.837
2025-10-05 13:38:31.902,0.2,0,4,0.863,13.40366,-3.32767,-0.65,96,13.837
2025-10-05 13:38:31.902,0.2,0,4,-7.23397,44.0411,12.67547,-0.162,73,46.396
2025-10-05 13:38:31.908,0.25,0,5,0.863,13.43328,-3.20599,-0.974,107,13.837
2025-10-05 13:38:31.914,0.30000000000000004,0,6,1.2945,13.55402,-2.46762,-0.65,100,13.837
2025-10-05 13:38:31.914,0.30000000000000004,0,6,4.315,6.77412,-1.32169,-0.162,51,8.14
2025-10-05 13:38:31.914,0.30000000000000004,0,6,1.26912,5.62876,5.74118,-0.162,51,8.14
2025-10-05 13:38:31.938,0.35000000000000003,0,7,1.21835,12.40734,-3.76639,-1.137,117,13.024
2025-10-05 13:38:31.938,0.35000000000000003,0,7,1.21835,12.57648,-3.15595,-0.974,113,13.024
2025-10-05 13:38:32.001,0.4,0,8,0.81224,12.32597,-4.12588,-1.137,109,13.024
2025-10-05 13:38:32.038,0.45,0,9,1.21835,12.56683,-3.19414,-1.137,149,13.024
2025-10-05 13:38:32.101,0.5,0,10,0.81224,12.78077,-2.36735,-0.974,121,13.024
2025-10-05 13:38:32.138,0.55,0,11,1.21835,12.57442,-3.16411,-1.299,105,13.024
2025-10-05 13:38:32.202,0.6000000000000001,0,12,1.21835,12.63902,-2.89534,-0.974,141,13.024
2025-10-05 13:38:32.238,0.65,0,13,-5.02571,78.28098,18.4515,-5.035,47,80.583
2025-10-05 13:38:32.238,0.65,0,13,0.81224,12.7233,-2.65898,-0.812,174,13.024
2025-10-05 13:38:32.302,0.7000000000000001,0,14,1.21835,12.56196,-3.21325,-0.812,185,13.024
2025-10-05 13:38:32.338,0.75,0,15,0.81224,12.68791,-2.823,-0.812,159,13.024
2025-10-05 13:38:32.338,0.75,0,15,5.30491,6.76272,-2.50833,-0.162,69,8.954
