curr_timestamp,timestamp,Radar id,Frame number,x,y,z,doppler,snr,range
2025-10-05 14:16:23.855,0.15000000000000002,0,3,1.21835,38.21519,-8.03892,-2.274,59,39.071
2025-10-05 14:16:23.884,0.30000000000000004,0,6,-5.40644,57.5165,-1.58884,-0.162,87,57.792
2025-10-05 14:16:24.005,0.45,0,9,-44.44451,69.29182,-15.88381,-1.137,59,83.839
2025-10-05 14:16:24.109,0.55,0,11,1.16759,35.62685,-11.45928,-2.761,66,37.443
2025-10-05 14:16:24.151,0.6000000000000001,0,12,-44.77449,44.63717,-26.03274,-3.411,47,68.373
2025-10-05 14:16:24.151,0.6000000000000001,0,12,1.16759,36.24146,-9.33507,-2.923,61,37.443
2025-10-05 14:16:24.252,0.7000000000000001,0,14,-11.57436,34.50576,28.77506,-0.325,57,46.396
2025-10-05 14:16:24.309,0.75,0,15,-8.37618,38.07187,22.01314,-0.162,76,44.768
2025-10-05 14:16:24.750,1.2000000000000002,0,24,1.14221,35.66298,-8.27681,-3.086,63,36.629
2025-10-05 14:16:24.750,1.2000000000000002,0,24,13.70648,30.05649,15.82398,-3.086,63,36.629
2025-10-05 14:16:24.810,1.25,0,25,-9.94989,28.24784,34.3629,-0.162,75,45.582
2025-10-05 14:16:25.113,1.55,0,31,-10.12756,30.35142,33.59822,-0.162,58,46.396
2025-10-05 14:16:25.549,2.0,0,40,1.04068,32.4654,-7.6588,-3.248,79,33.373
2025-10-05 14:16:25.549,2.0,0,40,-9.59453,29.77909,30.87295,-0.162,88,43.954
2025-10-05 14:16:25.717,2.15,0,43,2.03059,30.43783,-11.37941,-4.06,54,32.559
2025-10-05 14:16:26.117,2.5500000000000003,0,51,-4.94956,49.65367,17.58631,-0.162,65,52.908
2025-10-05 14:16:26.317,2.75,0,55,2.81744,29.97616,0.72052,-3.411,71,30.117
2025-10-05 14:16:26.353,2.8000000000000003,0,56,0.93915,27.43835,-12.38073,-3.411,62,30.117
2025-10-05 14:16:26.921,3.35,0,67,1.77677,24.96244,-13.61397,-3.736,68,28.489
